edx-42,edx,harvard university,cs50's computer science for business professionals,https://www.edx.org/learn/computer-science/harvard-university-cs50-s-computer-science-for-business-professionals?index=product&queryid=d36f2cd0a8f2fd0895b59097ce6cea27&position=18&results_level=second-level-results&term=&objectid=course-0c675c29-54ee-42ff-ac95-01f53450bc8b&campaign=cs50%27s+computer+science+for+business+professionals&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this is cs50’s introduction to computer science for business professionals.,none,none,none,-->introductory,6 weeks,computational thinking - cloud computing - web development - computer science - internet protocols suite,none,free 
edx-43,edx,the linux foundation,introduction to kubernetes,https://www.edx.org/learn/kubernetes/the-linux-foundation-introduction-to-kubernetes?index=product&queryid=d36f2cd0a8f2fd0895b59097ce6cea27&position=19&results_level=second-level-results&term=&objectid=course-8566d539-69cb-43a5-94c2-000502df1a92&campaign=introduction+to+kubernetes&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,want to learn kubernetes? get an in-depth primer on this powerful system for managing containerized applications.,4.5,5,19,-->introductory,14 weeks,multitier architecture - infrastructure - cloud-native computing - kubernetes,none,free 
edx-44,edx,harvard university,fundamentals of neuroscience part 1: the electrical properties of the ne…,https://www.edx.org/learn/neuroscience/harvard-university-fundamentals-of-neuroscience-part-1-the-electrical-properties-of-the-neuron?index=product&queryid=d36f2cd0a8f2fd0895b59097ce6cea27&position=20&results_level=second-level-results&term=&objectid=course-f8042b37-6a21-4afa-b9e2-6f51dcd694db&campaign=fundamentals+of+neuroscience%2c+part+1%3a+the+electrical+properties+of+the+neuron&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how electricity makes the neurons in your brain tick.,4.8,5,56,-->introductory,5 weeks,none,none,free 
edx-45,edx,harvard university,cs50's introduction to databases with sql,https://www.edx.org/learn/sql/harvard-university-cs50-s-introduction-to-databases-with-sql?index=product&queryid=d36f2cd0a8f2fd0895b59097ce6cea27&position=21&results_level=second-level-results&term=&objectid=course-3e45c431-10df-423e-9f03-fb98b713cd4a&campaign=cs50%27s+introduction+to+databases+with+sql&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,an introduction to databases using a language called sql.,none,none,none,-->introductory,7 weeks,scalability - sqlite - java (programming language) - data store - sql (programming language) - postgresql - python (programming language) - foreign keys - relational databases - mysql,none,free 
edx-46,edx,universitat politècnica de valència,basic spanish 1: getting started,https://www.edx.org/learn/language/universitat-politecnica-de-valencia-basic-spanish-1-getting-started?index=product&queryid=d36f2cd0a8f2fd0895b59097ce6cea27&position=22&results_level=second-level-results&term=&objectid=course-b05291d7-fbff-4520-8371-7ffdcda326c4&campaign=basic+spanish+1%3a+getting+started&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn spanish and explore spanish culture in this introductory language course designed for english speakers.,4.5,5,63,-->introductory,7 weeks,spanish culture - grammar - english language - reading comprehension - writing - language education - spanish language - listening skills,none,free 
edx-47,edx,harvard university,contract law: from trust to promise to contract,https://www.edx.org/learn/business-law/harvard-university-contract-law-from-trust-to-promise-to-contract?index=product&queryid=d36f2cd0a8f2fd0895b59097ce6cea27&position=23&results_level=second-level-results&term=&objectid=course-5f1d3726-e78b-41f9-8e71-b904fddd102e&campaign=contract+law%3a+from+trust+to+promise+to+contract&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,contracts are a part of our everyday life arising in collaboration trust promise and credit. how are contracts formed? what makes a contract enforceable? what happens when one party breaks a promise?,4.8,5,143,-->intermediate,8 weeks,contract law,none,free 
edx-48,edx,stanford university,computer science 101,https://www.edx.org/learn/computer-science/stanford-university-computer-science-101?index=product&queryid=d36f2cd0a8f2fd0895b59097ce6cea27&position=24&results_level=second-level-results&term=&objectid=course-05f61d04-5acc-452b-9c34-6d447af6437f&campaign=computer+science+101&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,introduction to computer science for a zero-prior-experience audience. play with little phrases of code to understand what computers are all about.,4.7,5,30,-->introductory,6 weeks,computer science - experimentation - web browsers,none,free 
edx-49,edx,the linux foundation,introduction to linux,https://www.edx.org/learn/linux/the-linux-foundation-introduction-to-linux?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=1&results_level=second-level-results&term=&objectid=course-5a631d1c-cb20-4cfc-9b49-1cc9c8fc981e&campaign=introduction+to+linux&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,never learned linux? want a refresh? develop a good working knowledge of linux using both the graphical interface and command line across the major linux distribution families.,4.4,5,76,-->introductory,14 weeks,supercomputing - graphical user interface - linux - linux distribution - mainframe computing - android (operating system) - command-line interface,none,free 
edx-50,edx,ibm,ai for everyone: master the basics,https://www.edx.org/learn/artificial-intelligence/ibm-ai-for-everyone-master-the-basics?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=2&results_level=second-level-results&term=&objectid=course-f11c9289-596e-4c46-a9cb-318052f259ae&campaign=ai+for+everyone%3a+master+the+basics&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn what artificial intelligence (ai) is by understanding its applications and key concepts including machine learning deep learning and neural networks.,4.3,5,72,-->introductory,4 weeks,artificial neural networks - artificial intelligence - machine learning - computer science - deep learning,none,free 
edx-51,edx,harvard university,justice,https://www.edx.org/learn/justice/harvard-university-justice?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=3&results_level=second-level-results&term=&objectid=course-b7d37bb2-5f79-4792-89e0-cf5ec68203f9&campaign=justice&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this introduction to moral and political philosophy is one of the most popular courses taught at harvard college.,4.8,5,82,-->introductory,12 weeks,political philosophy - property rights - critical thinking,none,free 
edx-52,edx,massachusetts institute of technology,becoming an entrepreneur,https://www.edx.org/learn/entrepreneurship/massachusetts-institute-of-technology-becoming-an-entrepreneur?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=4&results_level=second-level-results&term=&objectid=course-5f0e63ca-98e1-4886-9b88-9e2aa492895c&campaign=becoming+an+entrepreneur&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the business skills and startup mindset needed to embark on your entrepreneurial path from the premier program for aspiring entrepreneurs mit launch.,4.0,5,7,-->introductory,6 weeks,entrepreneurship - lean methodologies - design thinking - market research,none,free 
edx-53,edx,ibm,introduction to web development with html5 css3 and javascript,https://www.edx.org/learn/web-development/ibm-introduction-to-web-development-with-html5-css3-and-javascript?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=5&results_level=second-level-results&term=&objectid=course-ae17a348-78ed-496e-a0b7-a1c7098a3ad0&campaign=introduction+to+web+development+with+html5%2c+css3%2c+and+javascript&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the key tools and programming languages to bootstrap your career as a cloud developer. get started with web development using html5 css3 javascript and github.,4.3,5,115,-->introductory,2 weeks,cloud development - project files - gitlab - web development - git (version control system) - javascript (programming language) - bootstrap (front-end framework) - cascading style sheets (css) - front end (software engineering) - full stack development - back end (software engineering) - html5 - github - application development - version control,none,free 
edx-54,edx,the university of queensland,english grammar and style,https://www.edx.org/learn/grammar/the-university-of-queensland-english-grammar-and-style?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=6&results_level=second-level-results&term=&objectid=course-c6ad9bb7-cafc-48c8-92e5-5f0900460e66&campaign=english+grammar+and+style&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn key concepts and strategies in grammar and style to help enhance your writing and confidently respond to the demand of high levels of literacy in the 21st century.,4.6,5,7,-->introductory,8 weeks,grammar - writing - punctuation and capitalization,none,free 
edx-55,edx,harvard university,data science: visualization,https://www.edx.org/learn/data-visualization/harvard-university-data-science-visualization?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=7&results_level=second-level-results&term=&objectid=course-b4072f23-f746-43a1-9819-8e3d8b066f38&campaign=data+science%3a+visualization&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn basic data visualization principles and how to apply them using ggplot2.,4.5,5,45,-->introductory,8 weeks,ggplot2 - health economics - exploratory data analysis - data visualization - infectious diseases - statistical programming - data science,none,free 
edx-56,edx,harvard university,building personal resilience: managing anxiety and mental health,https://www.edx.org/learn/mental-health/harvard-university-building-personal-resilience-managing-anxiety-and-mental-health?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=8&results_level=second-level-results&term=&objectid=course-128aab52-0ffe-4dc4-8314-8a3f02d38fcb&campaign=building+personal+resilience%3a+managing+anxiety+and+mental+health&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,join harvard medical school faculty dr. luana marques to use applied psychology to build personal resilience with five science-driven skills.,4.8,5,16,-->introductory,6 weeks,none,none,free 
edx-57,edx,stanford university,databases: relational databases and sql,https://www.edx.org/learn/relational-databases/stanford-university-databases-relational-databases-and-sql?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=9&results_level=second-level-results&term=&objectid=course-7248ea90-dad7-4b7d-b4f3-946ed6eae5e3&campaign=databases%3a+relational+databases+and+sql&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this course is one of five self-paced courses on the topic of databases originating as one of stanford's three inaugural massive open online courses released in the fall of 2011. the original "databases" courses are now all available on edx.org.,4.4,5,14,-->introductory,2 weeks,database design - computer science - relational databases - online analytical processing - data abstraction - persistence - reliability - concurrency controls - query languages - authorization (computing) - database systems - sql (programming language) - scalability,none,free 
edx-58,edx,wellesley college,italian language and culture: beginner (2023-2024),https://www.edx.org/learn/italian/wellesley-college-italian-language-and-culture-beginner-2023-2024?index=product&queryid=fbe5fccd6b05579ad0b37ac164f3c651&position=10&results_level=second-level-results&term=&objectid=course-1e170500-f525-46c1-b8b9-c893cf6910d3&campaign=italian+language+and+culture%3a+beginner+%282023-2024%29&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the basics of the italian language and culture through videos podcasts interviews and much more.,4.7,5,83,-->introductory,12 weeks,reading comprehension - mobile devices - pronunciation - grammar - language education - vocabulary - writing - italian language - podcasting,none,free 
